name,suburb,rating,review_count,price_level,cuisine,website,seifa_score,region,population,weekend_status,target_audience,price_score
Kagoshima Master Yakiniku Ultimo,Ultimo,4.8,835,unknown,,https://www.kagoshimamaster.com.au/,1074,CBD,7410,Weekend friendly,General locals,
Uliveto Sydney Italian Restaurant,Ultimo,4.2,885,unknown,"cafe, store",https://www.ulivetosydney.com/,1074,CBD,7410,Weekend friendly,General locals,
Malay Malay Haymarket,Ultimo,4.4,1347,unknown,,http://www.malay-malay.com/,1074,CBD,7410,Weekend friendly,General locals,
Kuaytiew Pochana,Ultimo,4.9,111,unknown,,https://yhmo.xyz/business/kuaytiew-pochana-18016j,1074,CBD,7410,Weekend friendly,General locals,
春熙路北川菜馆 North Chunxi Authentic Chengdu flavours Ultimo,Ultimo,4.8,68,unknown,,,1074,CBD,7410,Weekend friendly,General locals,
OTOGO Ultimo,Ultimo,4.4,360,$,,https://instagram.com/otogo_515,1074,CBD,7410,Weekend friendly,Budget / community,1
Local Mbassy,Ultimo,3.9,528,$$,"cafe, store",http://localmbassy.com.au/,1074,CBD,7410,Weekdays only,General locals,2
Ramen Shogun Ultimo,Ultimo,4.7,415,unknown,,,1074,CBD,7410,Weekdays only,General locals,
Fratelli Fresh Darling Harbour,Ultimo,4.2,5323,$$,,https://fratellifresh.com.au/venues/darling-harbour/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=darling-harbour,1074,CBD,7410,Weekend friendly,Tourist friendly,2
Ho Jiak Haymarket,Ultimo,4.5,5698,$$,,https://www.hojiak.com.au/haymarket/,1074,CBD,7410,Weekend friendly,Tourist friendly,2
The Apprentice Restaurant Sydney,Ultimo,4.6,154,$,,https://www.opentable.com.au/r/the-apprentice-tafe-nsw-reservations-ultimo?restref=59201&lang=en-AU&ot_source=Restaurant%20website,1074,CBD,7410,Weekdays only,Budget / community,1
Malacca Straits on Broadway,Ultimo,4.3,964,$,,https://malaccastraitsonbroadway.yumbojumbo.com.au/,1074,CBD,7410,Weekdays only,Budget / community,1
The Q on Harris,Ultimo,4.7,510,$$,"cafe, store",http://www.theqcoffee.com.au/,1074,CBD,7410,Weekdays only,General locals,2
Dodee Paidang Haymarket,Ultimo,4.2,2364,$,,https://dodeepaidang-haymarket.store/,1074,CBD,7410,Weekend friendly,Tourist friendly,1
OMU,Ultimo,4.0,629,unknown,cafe,https://omu-ultimo.yumbojumbo.com.au/,1074,CBD,7410,Weekend friendly,General locals,
Ultispoon 炎小馆,Ultimo,4.7,49,unknown,,,1074,CBD,7410,Weekdays only,General locals,
The Butler,Potts Point,4.6,2153,$$,,http://www.butlersydney.com.au/,1143,Inner East,7183,Weekend friendly,Tourist friendly,2
Bloom Potts Point,Potts Point,4.5,202,unknown,"bar, cafe, night_club",https://bloompottspoint.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
Fratelli Paradiso,Potts Point,4.4,885,$$$,bar,http://fratelliparadiso.com/,1143,Inner East,7183,Weekend friendly,General locals,3
Phan's House,Potts Point,4.8,206,unknown,,http://www.phanshouse.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
Ezra,Potts Point,4.8,1445,unknown,,http://ezrarestaurant.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
Cho Cho San,Potts Point,4.5,1937,$$$,meal_takeaway,http://chochosan.com.au/,1143,Inner East,7183,Weekend friendly,General locals,3
Bar Lucia,Potts Point,4.7,441,unknown,,https://barlucia.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
Franca Brasserie,Potts Point,4.7,1755,unknown,"bar, meal_delivery, meal_takeaway",http://francabrasserie.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
Bistro Rex Restaurant,Potts Point,4.7,1445,unknown,,http://www.bistrorex.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
Glider Garden,Potts Point,4.6,374,unknown,"bar, cafe",https://www.glidergarden.au/,1143,Inner East,7183,Weekend friendly,General locals,
The Apollo Restaurant,Potts Point,4.6,2384,$$$,"meal_delivery, meal_takeaway",http://www.theapollo.com.au/,1143,Inner East,7183,Weekend friendly,Tourist friendly,3
Lady Chu,Potts Point,4.0,859,unknown,,http://www.ladychu.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
Chester White Cured Diner,Potts Point,4.8,674,$$,bar,http://www.chesterwhitediner.com.au/,1143,Inner East,7183,Weekdays only,General locals,2
Truffles,Potts Point,4.6,219,unknown,"cafe, store",https://truffles.yqme.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
Farmhouse Kings Cross,Potts Point,4.7,554,unknown,,http://farmhousekingscross.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
Le Frerot by Franca,Potts Point,4.5,81,unknown,"bar, cafe",https://www.lefrerot.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
House Bar&Bistrot,Potts Point,4.8,169,$$,bar,http://bloompottspoint.com.au/,1143,Inner East,7183,Weekdays only,General locals,2
Yakitori Chaco Bar,Potts Point,4.3,589,unknown,,https://chacobar.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
Macleay St Bistro,Potts Point,4.5,444,$$,,https://macleaystbistro.com.au/,1143,Inner East,7183,Weekend friendly,General locals,2
The Little Italian Place,Potts Point,4.9,126,unknown,cafe,,1143,Inner East,7183,Weekend friendly,General locals,
Friggitoria,Kings Cross,4.5,1448,$,"meal_takeaway, store",http://www.friggitoria.com.au/,1143,Inner East,7183,Weekend friendly,Budget / community,1
Mazcina Resto-Bar,Kings Cross,5.0,110,unknown,bar,,1143,Inner East,7183,Weekend friendly,General locals,
Smoky Cravings Kings Cross,Kings Cross,4.6,164,unknown,,https://www.instagram.com/smokycravings,1143,Inner East,7183,Weekend friendly,General locals,
Kings Cross Hotel,Kings Cross,4.1,1284,$$,bar,https://kingscrosshotel.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=Kings_Cross_Hotel_-_Potts_Point&utm_term=plcid_13460881587642885580,1143,Inner East,7183,Weekend friendly,General locals,2
Caffè Roma,Kings Cross,4.2,703,$$,,http://www.cafferoma.com.au/,1143,Inner East,7183,Weekend friendly,General locals,2
Pennys Hotel,Kings Cross,4.4,665,$$,bar,http://www.pennyshotel.com.au/,1143,Inner East,7183,Weekend friendly,General locals,2
Uliveto,Kings Cross,4.4,327,$,"cafe, store",http://uliveto.com.au/,1143,Inner East,7183,Weekend friendly,Budget / community,1
Dumplings,Kings Cross,4.6,79,unknown,,,1143,Inner East,7183,Weekdays only,General locals,
Bar Hernandez,Kings Cross,4.7,126,unknown,bar,http://www.barhernandez.com.au/,1143,Inner East,7183,Weekend friendly,General locals,
Coogee Pavilion Ground Floor,Coogee,4.1,8043,$$,bar,https://merivale.com/venues/coogeepavilion?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_coogeepavilion&utm_content=website,1175,Eastern Suburbs,14634,Weekend friendly,Tourist friendly,2
Louie,Coogee,4.8,536,unknown,,http://www.louiecoogee.com.au/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,
Osteria Coogee,Coogee,4.7,871,unknown,"bar, meal_takeaway, store",https://www.osteriacoogee.com/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,
Barzura,Coogee,4.2,1423,$$,"bar, cafe, store",http://www.barzura.com.au/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,2
Bar Una Más,Coogee,4.3,214,unknown,bar,https://merivale.com/venues/una-mas/?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_unamas&utm_content=website,1175,Eastern Suburbs,14634,Weekend friendly,General locals,
Little Jack Horner,Coogee,4.0,1862,$$,bar,https://www.littlejackhorner.com.au/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,2
Sugarcane Coogee,Coogee,4.6,1288,$$,meal_takeaway,http://www.sugarcanerestaurant.com.au/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,2
Coogee Wine Room - Restaurant & Bar,Coogee,,,unknown,bar,https://www.coogeewineroom.com.au/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,
Yana Coogee,Coogee,3.9,330,unknown,,https://yanacoogee.com.au/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,
La Spiaggia,Coogee,4.3,632,$$,,http://www.laspiaggia.com.au/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,2
Bathers Coogee,Coogee,4.1,334,unknown,"bar, cafe, store",https://batherscoogee.com/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,
Shutters,Coogee,4.2,106,unknown,"bar, cafe",https://shutterscoogee.com/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,
The Little Kitchen,Coogee,4.6,520,$$,"cafe, store",http://thelittlekitchen.au/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,2
Beach Bar & Dining,Coogee,3.9,239,unknown,bar,https://coogeebayhotel.com.au/beach-bar-dining?utm_source=google&utm_medium=organic&utm_campaign=gbp,1175,Eastern Suburbs,14634,Weekend friendly,General locals,
The Coogee Boathouse Eats & Sips,Coogee,4.2,762,$$,bar,https://www.coogeeboathouse.com/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,2
Ms Dumpling Coogee,Coogee,4.5,103,unknown,,https://revu.website/148758,1175,Eastern Suburbs,14634,Weekend friendly,General locals,
Rick Stein at Coogee Beach,Coogee,4.1,182,unknown,,https://www.ricksteinatcoogeebeach.com.au/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,
Bohäus Cafe,Coogee,4.7,360,$$,"bakery, cafe, store",https://bohaus.com.au/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,2
mimi's,Coogee,4.3,560,$$$$,,https://merivale.com/venues/mimis/?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_mimis&utm_content=website,1175,Eastern Suburbs,14634,Weekend friendly,Affluent locals,4
Bronte Belo Coogee Beach,Coogee,4.4,107,unknown,,https://www.brontebelorestaurants.com.au/,1175,Eastern Suburbs,14634,Weekend friendly,General locals,
Dolce Fiori,Randwick,4.7,819,unknown,bar,http://dolcefiori.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,
Sella Vinoteca,Randwick,4.8,424,unknown,bar,https://sellavinoteca.com/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,
Del Punto,Randwick,4.3,543,$$,bar,http://www.delpunto.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,2
Motto Motto Japanese Kitchen - Randwick,Randwick,4.7,122,unknown,,http://www.mottomotto.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,
Haku,Randwick,4.5,200,unknown,meal_takeaway,https://www.hakurandwick.com/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,
Seahorse Restaurant,Randwick,4.3,301,$$,,http://www.seahorserestaurant.com.au/,1149,Eastern Suburbs,28943,Weekdays only,General locals,2
Mammas and Papas Ristorante and Pizzeria,Randwick,4.8,2079,$$,"meal_delivery, meal_takeaway, store",https://www.mammasandpapas.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,Tourist friendly,2
Thaithae Randwick,Randwick,4.6,241,unknown,,https://app.ziicloud.com/store/view/1531,1149,Eastern Suburbs,28943,Weekend friendly,General locals,
Maybe Frank Randwick,Randwick,4.3,669,$$,meal_takeaway,http://www.maybefrank.com/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,2
Bat Country,Randwick,4.4,556,$$,"bar, cafe, store",http://www.batcountry.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,2
La Sen Vietnamese Restaurant,Randwick,4.3,667,$,"health, meal_delivery, meal_takeaway, store",http://lasenrestaurant.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,Budget / community,1
Vitaly Italian & Woodfire Pizza Restaurant,Randwick,4.4,742,$$,"grocery_or_supermarket, meal_delivery, meal_takeaway, store",http://www.vitalyitalian.com/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,2
Spaghetteria Randwick,Randwick,4.4,363,unknown,"bar, meal_delivery, meal_takeaway, store",http://spaghetteria.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,
Four Frogs Crêperie - Randwick,Randwick,4.5,970,$$,store,http://www.fourfrogs.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,2
Lebanon & Beyond,Randwick,4.4,613,$$,,http://lebanonandbeyond.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,2
Tutto Vero Randwick,Randwick,4.8,159,unknown,,http://www.tuttovero.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,
Ummarin Thai Restaurant,Randwick,4.7,1028,$$,,https://ummarinthai.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,2
Itihaas Randwick,Randwick,4.8,113,unknown,,https://itihaasrandwick.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,
Wingboy Randwick,Randwick,4.7,968,unknown,,http://www.wingboy.com.au/,1149,Eastern Suburbs,28943,Weekend friendly,General locals,
Jane Surry Hills,Surry Hills,4.7,837,unknown,,https://www.janesurryhills.com/,1138,Inner East,15828,Weekend friendly,General locals,
Chin Chin,Surry Hills,4.1,3897,$$,,https://www.chinchin.sydney/,1138,Inner East,15828,Weekend friendly,Tourist friendly,2
The Blue Door,Surry Hills,4.9,422,unknown,,http://www.thebluedoorsurryhills.com.au/,1138,Inner East,15828,Weekdays only,General locals,
Pan Divino,Surry Hills,4.8,276,unknown,bar,https://www.pandivino.com.au/,1138,Inner East,15828,Weekend friendly,General locals,
NOMAD Sydney,Surry Hills,4.6,2768,$$$,bar,https://nomad.sydney/,1138,Inner East,15828,Weekend friendly,Tourist friendly,3
The White Horse,Surry Hills,4.7,323,unknown,,https://thewhitehorse.com.au/,1138,Inner East,15828,Weekend friendly,General locals,
Mishy's Sydney,Surry Hills,4.9,366,unknown,,http://www.mishyssydney.com.au/,1138,Inner East,15828,Weekend friendly,General locals,
Mark And Vinny's,Surry Hills,4.6,851,unknown,"bar, cafe",http://www.markandvinnys.com/,1138,Inner East,15828,Weekdays only,General locals,
Pellegrino 2000,Surry Hills,4.5,1072,unknown,,https://pellegrino2000.com/,1138,Inner East,15828,Weekend friendly,General locals,
Toei Surry Hills,Surry Hills,4.1,305,unknown,,http://www.toei.com.au/,1138,Inner East,15828,Weekend friendly,General locals,
VIVO 78,Surry Hills,4.8,136,unknown,,http://www.vivo78.com.au/,1138,Inner East,15828,Weekend friendly,General locals,
ellu cafe,Surry Hills,4.6,680,unknown,cafe,https://www.instagram.com/ellu_sydney?igsh=YXdnMXRudngybGEz&utm_source=qr,1138,Inner East,15828,Weekend friendly,General locals,
LOAM Surry Hills,Surry Hills,4.5,125,unknown,,https://www.loamsurryhills.com/,1138,Inner East,15828,Weekend friendly,General locals,
Arthur Surry Hills,Surry Hills,4.7,672,unknown,,http://www.arthurrestaurant.com/,1138,Inner East,15828,Weekend friendly,General locals,
NOUR,Surry Hills,4.8,3269,$$$,bar,https://www.noursydney.com/?utm_content=NOUR+-+Surry+Hills&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_8876915928515631771,1138,Inner East,15828,Weekend friendly,Tourist friendly,3
Beast&Co,Surry Hills,4.6,469,$$,,https://www.beastandco.com.au/,1138,Inner East,15828,Weekend friendly,General locals,2
Lil’ miss piggy,Surry Hills,4.8,542,$$,cafe,http://www.lilmisspiggy.com/,1138,Inner East,15828,Weekend friendly,General locals,2
Giuls,Surry Hills,4.6,781,unknown,,https://www.giuls.com.au/,1138,Inner East,15828,Weekend friendly,General locals,
TenTo,Surry Hills,4.5,886,unknown,cafe,https://www.tento.com.au/,1138,Inner East,15828,Weekend friendly,General locals,
Hecho en Mexico Newtown,Newtown,4.7,1784,$$,,http://hechoenmexico.com.au/,1143,Inner West,14690,Weekend friendly,General locals,2
AMIGOS RESTAURANT,Newtown,4.9,219,unknown,,http://amigosrestaurantnewtown.online/,1143,Inner West,14690,Weekend friendly,General locals,
Dumpling Room,Newtown,4.7,142,unknown,,,1143,Inner West,14690,Weekend friendly,General locals,
Fabbrica Pasta Bar Newtown,Newtown,4.5,231,unknown,bar,http://www.ciaofabbrica.com/,1143,Inner West,14690,Weekend friendly,General locals,
don Fred,Newtown,4.9,663,unknown,,http://donfred.com.au/,1143,Inner West,14690,Weekend friendly,General locals,
Odd Culture Newtown,Newtown,4.4,504,unknown,,https://oddculture.group/venue/odd-culture-newtown/,1143,Inner West,14690,Weekend friendly,General locals,
Kayra Restaurant,Newtown,4.7,383,unknown,,https://social.quandoo.com/en/groups/Kayra%20Restaurant,1143,Inner West,14690,Weekend friendly,General locals,
Osteria Mucca,Newtown,4.7,146,unknown,,https://www.osteriamucca.com.au/,1143,Inner West,14690,Weekend friendly,General locals,
Bloodwood Restaurant & Bar,Newtown,4.5,844,$$$,bar,http://www.bloodwoodnewtown.com/,1143,Inner West,14690,Weekdays only,General locals,3
Cafe Paci,Newtown,4.7,759,$$$,,http://www.cafepaci.com.au/,1143,Inner West,14690,Weekdays only,General locals,3
Mister Grotto,Newtown,4.6,154,unknown,,http://www.mistergrotto.com.au/,1143,Inner West,14690,Weekend friendly,General locals,
Casa Mia Osteria,Newtown,4.6,441,$$,,http://www.casamiaosteria.com.au/,1143,Inner West,14690,Weekend friendly,General locals,2
Mary's Newtown,Newtown,4.4,3049,$$,bar,https://www.marys.wtf/,1143,Inner West,14690,Weekend friendly,Tourist friendly,2
Thai Pothong Restaurant,Newtown,4.6,5729,$$,,http://www.thaipothong.com.au/,1143,Inner West,14690,Weekend friendly,Tourist friendly,2
Missony bar & Restaurant Newtown,Newtown,4.4,643,$$,,https://www.missony.com.au/,1143,Inner West,14690,Weekend friendly,General locals,2
Pistou,Newtown,4.7,278,unknown,"bar, store",http://www.pistou.com.au/,1143,Inner West,14690,Weekend friendly,General locals,
Wingboy Newtown,Newtown,4.7,760,unknown,,http://www.wingboy.com.au/,1143,Inner West,14690,Weekend friendly,General locals,
Kaiza Newtown | Japanese Restaurant,Newtown,4.6,1002,$$,bar,https://kaizasydney.com.au/,1143,Inner West,14690,Weekend friendly,General locals,2
Macelleria Newtown,Newtown,4.5,2483,$$,bar,https://macelleria.com.au/services/macelleria-newtown/,1143,Inner West,14690,Weekend friendly,Tourist friendly,2
Alba Italian Restaurant,Newtown,4.7,1303,unknown,meal_takeaway,https://www.albarestaurant.com.au/,1143,Inner West,14690,Weekend friendly,General locals,
Darling Glebe,Glebe,4.9,27,unknown,bar,https://darlingglebe.com.au/,1075,Inner West,11680,Weekend friendly,General locals,
Joocy Smash,Glebe,4.9,393,unknown,,https://www.instagram.com/joocysmash_burgers/,1075,Inner West,11680,Weekend friendly,General locals,
SOUL OASIS GLEBE,Glebe,4.9,331,unknown,"cafe, meal_takeaway, store",https://www.instagram.com/souloasisglebe/,1075,Inner West,11680,Weekend friendly,General locals,
The Charlie - Restaurant & Bar,Glebe,4.6,556,$$,bar,https://www.thecharlie.au/,1075,Inner West,11680,Weekend friendly,General locals,2
Glebe Point Diner,Glebe,4.7,658,$$$,,http://www.glebepointdiner.com.au/,1075,Inner West,11680,Weekdays only,General locals,3
Bellevue Cottage By Antoine,Glebe,4.4,857,$$,cafe,http://www.bellevuecottage.com.au/,1075,Inner West,11680,Weekend friendly,General locals,2
The Wedge Glebe,Glebe,4.2,862,$$,"bar, cafe",http://thewedgeglebe.com/,1075,Inner West,11680,Weekend friendly,General locals,2
Tom-Yum Tum-Gang,Glebe,4.6,1529,$,meal_takeaway,https://m.facebook.com/Tom-Yum-Tum-Gang-241361825914462/,1075,Inner West,11680,Weekend friendly,Budget / community,1
TOUCH WOOD,Glebe,4.6,56,unknown,,https://touchwoodsydney.com.au/,1075,Inner West,11680,Weekend friendly,General locals,
Pizza e Vino Glebe,Glebe,4.8,365,unknown,,http://www.pizzaevino.sydney/,1075,Inner West,11680,Weekend friendly,General locals,
Kyo yakiniku,Glebe,4.8,864,unknown,,https://www.kyoyakiniku.com.au/,1075,Inner West,11680,Weekend friendly,General locals,
Lahore 2 Delhi Indian Pakistani Restaurant,Glebe,4.8,460,unknown,,https://lahore2delhi.com.au/,1075,Inner West,11680,Weekend friendly,General locals,
The Glebe Hotel,Glebe,4.3,1346,$$,bar,http://www.theglebehotel.com.au/,1075,Inner West,11680,Weekend friendly,General locals,2
Ahgora,Glebe,4.7,880,$$,,http://www.ahgoraglebe.com.au/,1075,Inner West,11680,Weekend friendly,General locals,2
Mestizo Bar and Latin Cuisine,Glebe,4.5,441,$$,"bar, night_club",https://mestizo.com.au/,1075,Inner West,11680,Weekend friendly,General locals,2
Ichié,Glebe,4.1,45,unknown,,https://ichie.com.au/,1075,Inner West,11680,Weekend friendly,General locals,
Baja Cantina (Glebe),Glebe,4.3,1322,$$,,http://www.baja-cantina-glebe.au/,1075,Inner West,11680,Weekend friendly,General locals,2
Otto Noorba,Glebe,4.2,616,$$,,https://ottonoorba.com.au/,1075,Inner West,11680,Weekend friendly,General locals,2
Ayahuasca Restaurant,Glebe,4.5,229,unknown,,https://ayahuascarestaurant.com/,1075,Inner West,11680,Weekend friendly,General locals,
Chez Beckett's,Glebe,4.6,809,unknown,bar,https://www.beckettsbardining.com.au/,1075,Inner West,11680,Weekend friendly,General locals,
The Rusty Rabbit,Darlinghurst,4.5,1067,$$,"cafe, store",http://www.therustyrabbit.com.au/,1155,Inner East,10615,Weekend friendly,General locals,2
Sagra Restaurant,Darlinghurst,4.6,592,$$,,https://sagrasyd.com.au/,1155,Inner East,10615,Weekend friendly,General locals,2
Elements Smokehouse and Bar,Darlinghurst,4.7,7245,$$,bar,https://elementssmokehouse.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,1155,Inner East,10615,Weekend friendly,Tourist friendly,2
Beppi's Italian,Darlinghurst,4.3,574,$$$$,,http://www.beppis.com.au/,1155,Inner East,10615,Weekdays only,Affluent locals,4
Funkatello,Darlinghurst,4.7,411,unknown,,https://www.funkatello.com/,1155,Inner East,10615,Weekend friendly,General locals,
SAVOEY Restaurant and Bar,Darlinghurst,4.8,230,unknown,bar,http://savoeysyd.com.au/,1155,Inner East,10615,Weekend friendly,General locals,
Kitanda Bevs & Bites,Darlinghurst,4.4,520,unknown,bar,https://www.kitanda.com.au/,1155,Inner East,10615,Weekdays only,General locals,
Moku Sydney,Darlinghurst,4.7,302,unknown,bar,http://www.mokusydney.com/,1155,Inner East,10615,Weekdays only,General locals,
Nomidokoro Indigo,Darlinghurst,4.6,318,unknown,,http://nomidokoroindigo.com.au/,1155,Inner East,10615,Weekdays only,General locals,
Verde Restaurant,Darlinghurst,4.4,276,$,bar,https://verderestaurant.com.au/,1155,Inner East,10615,Weekdays only,Budget / community,1
Vin-Cenzo's,Darlinghurst,4.5,104,unknown,,https://vin-cenzos.com/,1155,Inner East,10615,Weekend friendly,General locals,
Harrys by Giuls,Darlinghurst,4.7,480,unknown,,https://www.harrysbygiuls.com.au/,1155,Inner East,10615,Weekend friendly,General locals,
Joe's table,Darlinghurst,4.7,273,unknown,,http://www.joestable.com.au/,1155,Inner East,10615,Weekdays only,General locals,
Tommy's Darlinghurst,Darlinghurst,4.7,899,unknown,bar,https://www.tommysdining.com.au/,1155,Inner East,10615,Weekend friendly,General locals,
Restaurant Ka,Darlinghurst,5.0,154,unknown,,http://www.restaurant-ka.com.au/,1155,Inner East,10615,Weekdays only,General locals,
Gino's Kitchen & Cocktails: Darlinghurst,Darlinghurst,4.2,509,$$,"bar, meal_takeaway",https://ginoskitchen.com.au/?utm_source=GBP&utm_medium=Website_Link,1155,Inner East,10615,Weekend friendly,General locals,2
Mammas Bar & Kitchen,Darlinghurst,4.5,99,unknown,,http://mammasbarkitchen.com.au/,1155,Inner East,10615,Weekend friendly,General locals,
Fabbrica Pasta Bar Darlinghurst,Darlinghurst,4.6,179,unknown,bar,http://www.ciaofabbrica.com/,1155,Inner East,10615,Weekend friendly,General locals,
Bill & Toni's,Darlinghurst,4.3,2240,$,,http://www.billandtonis.com.au/,1155,Inner East,10615,Weekend friendly,Tourist friendly,1
Bon Vin,Darlinghurst,4.9,659,unknown,bar,http://www.bonvin.com.au/,1155,Inner East,10615,Weekdays only,General locals,
Totti’s,Bondi,4.4,1850,unknown,meal_takeaway,https://merivale.com/venues/tottis?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_tottis&utm_content=website,1151,Eastern Suburbs,10411,Weekend friendly,General locals,
Makaveli Bondi,Bondi,4.9,1224,unknown,"bar, cafe",https://makavelibondi.com/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,
Amalfi Bondi Beach,Bondi,4.7,299,unknown,bar,https://www.amalfibondibeach.com.au/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,
Promenade Beach Bar,Bondi,4.4,897,unknown,bar,http://promenadebondibeach.com/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,
Bondi Trattoria,Bondi,4.5,1215,$,,https://www.bonditrattoria.com.au/,1151,Eastern Suburbs,10411,Weekend friendly,Budget / community,1
Brown Sugar,Bondi,4.5,679,$,,https://brownsugarbondi.com.au/,1151,Eastern Suburbs,10411,Weekend friendly,Budget / community,1
Carbon Mexican Woodfire Restaurant Bondi,Bondi,4.5,1226,$$,bar,http://www.carbonmexican.com.au/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,2
Ikaria Bondi,Bondi,4.6,511,unknown,,http://www.ikariabondi.com/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,
Iberica,Bondi,4.8,300,unknown,,https://ibericabondi.com/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,
Icebergs Dining Room and Bar,Bondi,4.1,2408,$$$,bar,http://www.idrb.com/,1151,Eastern Suburbs,10411,Weekend friendly,Affluent locals,3
Byblos Lebanese Cuisine,Bondi,4.8,453,unknown,,http://www.bybloslebanesecuisine.com.au/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,
Macelleria Bondi Beach,Bondi,4.5,1991,$$,,http://www.macelleriabondi.com.au/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,2
Sefa Kitchen Bondi,Bondi,4.5,387,$$,bar,http://www.sefakitchen.com.au/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,2
"The Corner House, Bondi",Bondi,4.3,437,$$,,http://www.thecornerhouse.com.au/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,2
El Indio Bondi Beach,Bondi,4.6,498,unknown,,http://www.elindiobondi.com/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,
Mamis Bondi,Bondi,4.7,426,unknown,,https://www.instagram.com/mamis.food.bondi/?hl=en,1151,Eastern Suburbs,10411,Weekend friendly,General locals,
Don Pedros Bondi,Bondi,4.4,1166,$$,"bar, meal_takeaway",https://donpedros.com.au/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,2
North Bondi Fish,Bondi,4.1,1267,$$$,meal_takeaway,https://www.northbondifish.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=North_Bondi_Fish&utm_term=plcid_2446569835991579604,1151,Eastern Suburbs,10411,Weekend friendly,Affluent locals,3
Rocker,Bondi,4.4,527,$$,bar,http://www.rockerbondi.com.au/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,2
bills,Bondi,4.0,1145,$$,,http://www.bills.com.au/,1151,Eastern Suburbs,10411,Weekend friendly,General locals,2
The Cottage Balmain,Balmain,4.6,971,$$,bar,http://thecottagebalmain.com.au/,1155,Inner West,10454,Weekend friendly,General locals,2
Berempah Malaysian Thai - Balmain,Balmain,4.7,156,unknown,,http://berempahmalaysian.com.au/,1155,Inner West,10454,Weekend friendly,General locals,
Elliott's,Balmain,4.5,155,unknown,,https://www.elliottsbalmain.au/,1155,Inner West,10454,Weekend friendly,General locals,
